Class	Year	Gender	t	AttAge	IssAge	AgeGroup	No_Policy	No_Claim	AgeGroup2
Inforce	2010	2	3	39	37	37	3060	0	37
Inforce	2010	2	3	40	38	42	2905	0	42
Inforce	2010	2	3	41	39	42	2790	0	42
Inforce	2010	2	3	42	40	42	2596	0	42
Inforce	2010	2	3	43	41	42	2209	0	42
Inforce	2010	2	3	44	42	42	2133	0	42
Inforce	2010	2	3	45	43	47	2081	0	47
Inforce	2010	2	3	46	44	47	2022	0	47
Inforce	2010	2	3	47	45	47	1950	0	47
Inforce	2010	2	3	48	46	47	1973	0	47
Inforce	2010	2	3	49	47	47	1980	0	47
Inforce	2010	2	3	50	48	52	1953	0	52
Inforce	2010	2	3	51	49	52	1747	0	52
Inforce	2010	2	3	52	50	52	1579	0	52
Inforce	2010	2	3	53	51	52	1387	0	52
Inforce	2010	2	3	54	52	52	1400	0	52
Inforce	2010	2	3	55	53	57	1278	0	57
Inforce	2010	2	3	56	54	57	1077	0	57
Inforce	2010	2	3	57	55	57	980	0	57
Inforce	2010	2	3	58	56	57	816	0	57
Inforce	2010	2	3	59	57	57	694	0	57
Inforce	2010	2	3	60	58	62	688	0	62
Inforce	2010	2	3	61	59	62	657	0	62
Inforce	2010	2	3	62	60	62	626	0	62
Inforce	2010	2	3	63	61	62	379	0	62
Inforce	2010	2	3	64	62	62	297	0	62
Inforce	2010	2	3	65	63	67	301	0	67
Inforce	2010	2	3	66	64	67	301	0	67
Inforce	2010	2	3	67	65	67	283	0	67
Inforce	2010	2	3	68	66	67	204	0	67
Inforce	2010	2	3	69	67	67	171	0	67
Inforce	2010	2	3	70	68	72	152	0	72
Inforce	2010	2	3	71	69	72	109	0	72
Inforce	2010	2	3	72	70	72	72	0	72
Inforce	2010	2	3	73	71	72	1	0	72
Inforce	2010	2	3	74	72	72	2	0	72
Inforce	2010	2	3	75	73	77	3	0	77
Inforce	2010	2	3	76	74	77	1	0	77
Inforce	2010	2	3	78	76	77	0	0	77
Inforce	2010	2	4	3	0	2.5	17793	0	2.5
Inforce	2010	2	4	4	1	2.5	2026	0	2.5
Inforce	2010	2	4	5	2	7	1236	0	7
Inforce	2010	2	4	6	3	7	1155	0	7
Inforce	2010	2	4	7	4	7	1031	0	7
Inforce	2010	2	4	8	5	7	1027	0	7
Inforce	2010	2	4	9	6	7	1097	0	7
Inforce	2010	2	4	10	7	12	1033	0	12
Inforce	2010	2	4	11	8	12	958	0	12
Inforce	2010	2	4	12	9	12	932	0	12
Inforce	2010	2	4	13	10	12	860	0	12
Inforce	2010	2	4	14	11	12	847	0	12
Inforce	2010	2	4	15	12	17	729	0	17
Inforce	2010	2	4	16	13	17	626	0	17
Inforce	2010	2	4	17	14	17	506	0	17
Inforce	2010	2	4	18	15	17	1006	0	17
Inforce	2010	2	4	19	16	17	781	0	17
Inforce	2010	2	4	20	17	22	681	0	22
Inforce	2010	2	4	21	18	22	744	0	22
Inforce	2010	2	4	22	19	22	839	0	22
Inforce	2010	2	4	23	20	22	891	0	22
Inforce	2010	2	4	24	21	22	1092	0	22
Inforce	2010	2	4	25	22	27	1400	0	27
Inforce	2010	2	4	26	23	27	2081	0	27
Inforce	2010	2	4	27	24	27	2765	0	27
Inforce	2010	2	4	28	25	27	2919	0	27
Inforce	2010	2	4	29	26	27	2980	0	27
Inforce	2010	2	4	30	27	32	2863	0	32
Inforce	2010	2	4	31	28	32	2714	0	32
Inforce	2010	2	4	32	29	32	2655	0	32
Inforce	2010	2	4	33	30	32	2514	0	32
Inforce	2010	2	4	34	31	32	2513	0	32
Inforce	2010	2	4	35	32	37	2671	0	37
Inforce	2010	2	4	36	33	37	2723	0	37
Inforce	2010	2	4	37	34	37	2622	0	37
Inforce	2010	2	4	38	35	37	2541	0	37
Inforce	2010	2	4	39	36	37	2595	0	37
Inforce	2010	2	4	40	37	42	2417	0	42
Inforce	2010	2	4	41	38	42	2306	0	42
Inforce	2010	2	4	42	39	42	2200	0	42
Inforce	2010	2	4	43	40	42	2029	0	42
Inforce	2010	2	4	44	41	42	1859	0	42
Inforce	2010	2	4	45	42	47	1851	0	47
Inforce	2010	2	4	46	43	47	1788	0	47
Inforce	2010	2	4	47	44	47	1897	0	47
Inforce	2010	2	4	48	45	47	1959	0	47
Inforce	2010	2	4	49	46	47	2016	0	47
Inforce	2010	2	4	50	47	52	1868	0	52
Inforce	2010	2	4	51	48	52	1782	0	52
Inforce	2010	2	4	52	49	52	1723	0	52
Inforce	2010	2	4	53	50	52	1551	0	52
Inforce	2010	2	4	54	51	52	1480	0	52
Inforce	2010	2	4	55	52	57	1450	0	57
Inforce	2010	2	4	56	53	57	1261	0	57
Inforce	2010	2	4	57	54	57	1217	0	57
Inforce	2010	2	4	58	55	57	993	0	57
Inforce	2010	2	4	59	56	57	938	0	57
Inforce	2010	2	4	60	57	62	946	0	62
Inforce	2010	2	4	61	58	62	929	0	62
Inforce	2010	2	4	62	59	62	886	0	62
Inforce	2010	2	4	63	60	62	800	0	62
Inforce	2010	2	4	64	61	62	487	0	62
Inforce	2010	2	4	65	62	67	530	0	67
Inforce	2010	2	4	66	63	67	517	0	67
Inforce	2010	2	4	67	64	67	519	0	67
Inforce	2010	2	4	68	65	67	434	0	67
Inforce	2010	2	4	69	66	67	222	0	67
Inforce	2010	2	4	70	67	72	202	0	72
Inforce	2010	2	4	71	68	72	171	0	72
Inforce	2010	2	4	72	69	72	121	0	72
Inforce	2010	2	4	73	70	72	95	0	72
Inforce	2010	2	4	74	71	72	6	0	72
Inforce	2010	2	4	75	72	77	5	0	77
Inforce	2010	2	4	76	73	77	5	0	77
Inforce	2010	2	4	77	74	77	5	0	77
Inforce	2010	2	4	79	76	77	0	0	77
Inforce	2010	2	5	4	0	2.5	15709	0	2.5
Inforce	2010	2	5	5	1	7	2390	0	7
Inforce	2010	2	5	6	2	7	1643	0	7
Inforce	2010	2	5	7	3	7	1569	0	7
Inforce	2010	2	5	8	4	7	1469	0	7
Inforce	2010	2	5	9	5	7	1493	0	7
Inforce	2010	2	5	10	6	12	1459	0	12
Inforce	2010	2	5	11	7	12	1367	0	12
Inforce	2010	2	5	12	8	12	1277	0	12
Inforce	2010	2	5	13	9	12	1248	0	12
Inforce	2010	2	5	14	10	12	1163	0	12
Inforce	2010	2	5	15	11	17	955	0	17
Inforce	2010	2	5	16	12	17	906	0	17
Inforce	2010	2	5	17	13	17	810	0	17
Inforce	2010	2	5	18	14	17	676	0	17
Inforce	2010	2	5	19	15	17	1036	0	17
Inforce	2010	2	5	20	16	22	900	0	22
Inforce	2010	2	5	21	17	22	819	0	22
Inforce	2010	2	5	22	18	22	872	0	22
Inforce	2010	2	5	23	19	22	904	0	22
Inforce	2010	2	5	24	20	22	1002	0	22
Inforce	2010	2	5	25	21	27	1099	0	27
Inforce	2010	2	5	26	22	27	1358	0	27
Inforce	2010	2	5	27	23	27	1899	0	27
Inforce	2010	2	5	28	24	27	2399	0	27
Inforce	2010	2	5	29	25	27	2475	0	27
Inforce	2010	2	5	30	26	32	2553	0	32
Inforce	2010	2	5	31	27	32	2321	0	32
Inforce	2010	2	5	32	28	32	2367	0	32
Inforce	2010	2	5	33	29	32	2310	0	32
Inforce	2010	2	5	34	30	32	2353	0	32
Inforce	2010	2	5	35	31	37	2399	0	37
Inforce	2010	2	5	36	32	37	2428	0	37
Inforce	2010	2	5	37	33	37	2369	0	37
Inforce	2010	2	5	38	34	37	2360	0	37
Inforce	2010	2	5	39	35	37	2263	0	37
Inforce	2010	2	5	40	36	42	2213	0	42
Inforce	2010	2	5	41	37	42	2140	0	42
Inforce	2010	2	5	42	38	42	2005	0	42
Inforce	2010	2	5	43	39	42	1809	0	42
Inforce	2010	2	5	44	40	42	1716	0	42
Inforce	2010	2	5	45	41	47	1727	0	47
Inforce	2010	2	5	46	42	47	1658	0	47
Inforce	2010	2	5	47	43	47	1675	0	47
Inforce	2010	2	5	48	44	47	1793	0	47
Inforce	2010	2	5	49	45	47	1916	0	47
Inforce	2010	2	5	50	46	52	1848	0	52
Inforce	2010	2	5	51	47	52	1649	0	52
Inforce	2010	2	5	52	48	52	1609	0	52
Inforce	2010	2	5	53	49	52	1628	0	52
Inforce	2010	2	5	54	50	52	1478	0	52
Inforce	2010	2	5	55	51	57	1407	0	57
Inforce	2010	2	5	56	52	57	1263	0	57
Inforce	2010	2	5	57	53	57	1229	0	57
Inforce	2010	2	5	58	54	57	1148	0	57
Inforce	2010	2	5	59	55	57	911	0	57
Inforce	2010	2	5	60	56	62	995	0	62
Inforce	2010	2	5	61	57	62	990	0	62
Inforce	2010	2	5	62	58	62	988	0	62
Inforce	2010	2	5	63	59	62	875	0	62
Inforce	2010	2	5	64	60	62	696	0	62
Inforce	2010	2	5	65	61	67	491	0	67
Inforce	2010	2	5	66	62	67	526	0	67
Inforce	2010	2	5	67	63	67	526	0	67
Inforce	2010	2	5	68	64	67	491	0	67
Inforce	2010	2	5	69	65	67	376	0	67
Inforce	2010	2	5	70	66	72	154	0	72
Inforce	2010	2	5	71	67	72	144	0	72
Inforce	2010	2	5	72	68	72	114	0	72
Inforce	2010	2	5	73	69	72	83	0	72
Inforce	2010	2	5	74	70	72	71	0	72
Inforce	2010	2	5	75	71	77	4	0	77
Inforce	2010	2	5	76	72	77	3	0	77
Inforce	2010	2	5	77	73	77	3	0	77
Inforce	2010	2	5	78	74	77	3	0	77
Inforce	2010	2	5	79	75	77	0	0	77
Inforce	2010	2	6	5	0	7	15927	0	7
Inforce	2010	2	6	6	1	7	3909	0	7
Inforce	2010	2	6	7	2	7	2895	0	7
Inforce	2010	2	6	8	3	7	2800	0	7
Inforce	2010	2	6	9	4	7	2760	0	7
Inforce	2010	2	6	10	5	12	2537	0	12
Inforce	2010	2	6	11	6	12	2375	0	12
Inforce	2010	2	6	12	7	12	2145	0	12
Inforce	2010	2	6	13	8	12	1984	0	12
Inforce	2010	2	6	14	9	12	1814	0	12
Inforce	2010	2	6	15	10	17	1589	0	17
Inforce	2010	2	6	16	11	17	1008	0	17
Inforce	2010	2	6	17	12	17	925	0	17
Inforce	2010	2	6	18	13	17	781	0	17
Inforce	2010	2	6	19	14	17	615	0	17
Inforce	2010	2	6	20	15	22	907	0	22
Inforce	2010	2	6	21	16	22	804	0	22
Inforce	2010	2	6	22	17	22	725	0	22
Inforce	2010	2	6	23	18	22	796	0	22
Inforce	2010	2	6	24	19	22	748	0	22
Inforce	2010	2	6	25	20	27	842	0	27
Inforce	2010	2	6	26	21	27	931	0	27
Inforce	2010	2	6	27	22	27	1164	0	27
Inforce	2010	2	6	28	23	27	1677	0	27
Inforce	2010	2	6	29	24	27	2086	0	27
Inforce	2010	2	6	30	25	32	2101	0	32
Inforce	2010	2	6	31	26	32	1997	0	32
Inforce	2010	2	6	32	27	32	1861	0	32
Inforce	2010	2	6	33	28	32	1910	0	32
Inforce	2010	2	6	34	29	32	1865	0	32
Inforce	2010	2	6	35	30	37	1894	0	37
Inforce	2010	2	6	36	31	37	1910	0	37
Inforce	2010	2	6	37	32	37	1829	0	37
Inforce	2010	2	6	38	33	37	1773	0	37
Inforce	2010	2	6	39	34	37	1771	0	37
Inforce	2010	2	6	40	35	42	1704	0	42
Inforce	2010	2	6	41	36	42	1699	0	42
Inforce	2010	2	6	42	37	42	1632	0	42
Inforce	2010	2	6	43	38	42	1442	0	42
Inforce	2010	2	6	44	39	42	1414	0	42
Inforce	2010	2	6	45	40	47	1316	0	47
Inforce	2010	2	6	46	41	47	1345	0	47
Inforce	2010	2	6	47	42	47	1350	0	47
Inforce	2010	2	6	48	43	47	1432	0	47
Inforce	2010	2	6	49	44	47	1516	0	47
Inforce	2010	2	6	50	45	52	1520	0	52
Inforce	2010	2	6	51	46	52	1363	0	52
Inforce	2010	2	6	52	47	52	1284	0	52
Inforce	2010	2	6	53	48	52	1261	0	52
Inforce	2010	2	6	54	49	52	1278	0	52
Inforce	2010	2	6	55	50	57	1172	0	57
Inforce	2010	2	6	56	51	57	988	0	57
Inforce	2010	2	6	57	52	57	943	0	57
Inforce	2010	2	6	58	53	57	869	0	57
Inforce	2010	2	6	59	54	57	762	0	57
Inforce	2010	2	6	60	55	62	746	0	62
Inforce	2010	2	6	61	56	62	756	0	62
Inforce	2010	2	6	62	57	62	712	0	62
Inforce	2010	2	6	63	58	62	668	0	62
Inforce	2010	2	6	64	59	62	544	0	62
Inforce	2010	2	6	65	60	67	487	0	67
Inforce	2010	2	6	66	61	67	347	0	67
Inforce	2010	2	6	67	62	67	332	0	67
Inforce	2010	2	6	68	63	67	313	0	67
Inforce	2010	2	6	69	64	67	257	0	67
Inforce	2010	2	6	70	65	72	214	0	72
Inforce	2010	2	6	71	66	72	75	0	72
Inforce	2010	2	6	72	67	72	61	0	72
Inforce	2010	2	6	73	68	72	54	0	72
Inforce	2010	2	6	74	69	72	33	0	72
Inforce	2010	2	6	75	70	77	27	0	77
Inforce	2010	2	6	76	71	77	3	0	77
Inforce	2010	2	6	77	72	77	2	0	77
Inforce	2010	2	6	78	73	77	1	0	77
Inforce	2010	2	6	79	74	77	0	0	77
Inforce	2010	2	7	6	0	7	14242	0	7
Inforce	2010	2	7	7	1	7	3462	0	7
Inforce	2010	2	7	8	2	7	2403	0	7
Inforce	2010	2	7	9	3	7	2293	0	7
Inforce	2010	2	7	10	4	12	2204	0	12
Inforce	2010	2	7	11	5	12	1963	0	12
Inforce	2010	2	7	12	6	12	1908	0	12
Inforce	2010	2	7	13	7	12	1675	0	12
Inforce	2010	2	7	14	8	12	1558	0	12
Inforce	2010	2	7	15	9	17	1373	0	17
Inforce	2010	2	7	16	10	17	1177	0	17
Inforce	2010	2	7	17	11	17	748	0	17
Inforce	2010	2	7	18	12	17	623	0	17
Inforce	2010	2	7	19	13	17	454	0	17
Inforce	2010	2	7	20	14	22	320	0	22
Inforce	2010	2	7	21	15	22	587	0	22
Inforce	2010	2	7	22	16	22	546	0	22
Inforce	2010	2	7	23	17	22	491	0	22
Inforce	2010	2	7	24	18	22	576	0	22
Inforce	2010	2	7	25	19	27	577	0	27
Inforce	2010	2	7	26	20	27	678	0	27
Inforce	2010	2	7	27	21	27	836	0	27
Inforce	2010	2	7	28	22	27	985	0	27
Inforce	2010	2	7	29	23	27	1323	0	27
Inforce	2010	2	7	30	24	32	1683	0	32
Inforce	2010	2	7	31	25	32	1665	0	32
Inforce	2010	2	7	32	26	32	1562	0	32
Inforce	2010	2	7	33	27	32	1474	0	32
Inforce	2010	2	7	34	28	32	1465	0	32
Inforce	2010	2	7	35	29	37	1504	0	37
Inforce	2010	2	7	36	30	37	1397	0	37
Inforce	2010	2	7	37	31	37	1331	0	37
Inforce	2010	2	7	38	32	37	1265	0	37
Inforce	2010	2	7	39	33	37	1265	0	37
Inforce	2010	2	7	40	34	42	1234	0	42
Inforce	2010	2	7	41	35	42	1201	0	42
Inforce	2010	2	7	42	36	42	1207	0	42
Inforce	2010	2	7	43	37	42	1140	0	42
Inforce	2010	2	7	44	38	42	1079	0	42
Inforce	2010	2	7	45	39	47	1124	0	47
Inforce	2010	2	7	46	40	47	1093	0	47
Inforce	2010	2	7	47	41	47	1097	0	47
Inforce	2010	2	7	48	42	47	1231	0	47
Inforce	2010	2	7	49	43	47	1300	0	47
Inforce	2010	2	7	50	44	52	1290	0	52
Inforce	2010	2	7	51	45	52	1176	0	52
Inforce	2010	2	7	52	46	52	1153	0	52
Inforce	2010	2	7	53	47	52	1081	0	52
Inforce	2010	2	7	54	48	52	1074	0	52
Inforce	2010	2	7	55	49	57	1031	0	57
Inforce	2010	2	7	56	50	57	897	0	57
Inforce	2010	2	7	57	51	57	799	0	57
Inforce	2010	2	7	58	52	57	735	0	57
Inforce	2010	2	7	59	53	57	630	0	57
Inforce	2010	2	7	60	54	62	628	0	62
Inforce	2010	2	7	61	55	62	645	0	62
Inforce	2010	2	7	62	56	62	616	0	62
Inforce	2010	2	7	63	57	62	551	0	62
Inforce	2010	2	7	64	58	62	423	0	62
Inforce	2010	2	7	65	59	67	403	0	67
Inforce	2010	2	7	66	60	67	414	0	67
Inforce	2010	2	7	67	61	67	347	0	67
Inforce	2010	2	7	68	62	67	311	0	67
Inforce	2010	2	7	69	63	67	241	0	67
Inforce	2010	2	7	70	64	72	217	0	72
Inforce	2010	2	7	71	65	72	162	0	72
Inforce	2010	2	7	72	66	72	68	0	72
Inforce	2010	2	7	73	67	72	52	0	72
Inforce	2010	2	7	74	68	72	59	0	72
Inforce	2010	2	7	75	69	77	47	0	77
Inforce	2010	2	7	76	70	77	22	0	77
Inforce	2010	2	7	77	71	77	2	0	77
Inforce	2010	2	7	78	72	77	2	0	77
Inforce	2010	2	7	79	73	77	1	0	77
Inforce	2010	2	8	7	0	7	7574	0	7
Inforce	2010	2	8	8	1	7	1098	0	7
Inforce	2010	2	8	9	2	7	572	0	7
Inforce	2010	2	8	10	3	12	495	0	12
Inforce	2010	2	8	11	4	12	436	0	12
Inforce	2010	2	8	12	5	12	407	0	12
Inforce	2010	2	8	13	6	12	514	0	12
Inforce	2010	2	8	14	7	12	478	0	12
Inforce	2010	2	8	15	8	17	448	0	17
Inforce	2010	2	8	16	9	17	409	0	17
Inforce	2010	2	8	17	10	17	382	0	17
Inforce	2010	2	8	18	11	17	348	0	17
Inforce	2010	2	8	19	12	17	279	0	17
Inforce	2010	2	8	20	13	22	213	0	22
Inforce	2010	2	8	21	14	22	143	0	22
Inforce	2010	2	8	22	15	22	325	0	22
Inforce	2010	2	8	23	16	22	315	0	22
Inforce	2010	2	8	24	17	22	335	0	22
Inforce	2010	2	8	25	18	27	435	0	27
Inforce	2010	2	8	26	19	27	479	0	27
Inforce	2010	2	8	27	20	27	616	0	27
Inforce	2010	2	8	28	21	27	741	0	27
Inforce	2010	2	8	29	22	27	794	0	27
Inforce	2010	2	8	30	23	32	928	0	32
Inforce	2010	2	8	31	24	32	1059	0	32
Inforce	2010	2	8	32	25	32	1106	0	32
Inforce	2010	2	8	33	26	32	1076	0	32
Inforce	2010	2	8	34	27	32	990	0	32
Inforce	2010	2	8	35	28	37	1042	0	37
Inforce	2010	2	8	36	29	37	1040	0	37
Inforce	2010	2	8	37	30	37	936	0	37
Inforce	2010	2	8	38	31	37	904	0	37
Inforce	2010	2	8	39	32	37	917	0	37
Inforce	2010	2	8	40	33	42	899	0	42
Inforce	2010	2	8	41	34	42	907	0	42
Inforce	2010	2	8	42	35	42	825	0	42
Inforce	2010	2	8	43	36	42	849	0	42
Inforce	2010	2	8	44	37	42	835	0	42
Inforce	2010	2	8	45	38	47	848	0	47
Inforce	2010	2	8	46	39	47	847	0	47
Inforce	2010	2	8	47	40	47	890	0	47
Inforce	2010	2	8	48	41	47	908	0	47
Inforce	2010	2	8	49	42	47	1044	0	47
Inforce	2010	2	8	50	43	52	1025	0	52
Inforce	2010	2	8	51	44	52	969	0	52
Inforce	2010	2	8	52	45	52	886	0	52
Inforce	2010	2	8	53	46	52	888	0	52
Inforce	2010	2	8	54	47	52	855	0	52
Inforce	2010	2	8	55	48	57	816	0	57
Inforce	2010	2	8	56	49	57	718	0	57
Inforce	2010	2	8	57	50	57	681	0	57
Inforce	2010	2	8	58	51	57	599	0	57
Inforce	2010	2	8	59	52	57	490	0	57
Inforce	2010	2	8	60	53	62	489	0	62
Inforce	2010	2	8	61	54	62	516	0	62
Inforce	2010	2	8	62	55	62	501	0	62
Inforce	2010	2	8	63	56	62	446	0	62
Inforce	2010	2	8	64	57	62	354	0	62
Inforce	2010	2	8	65	58	67	306	0	67
Inforce	2010	2	8	66	59	67	321	0	67
Inforce	2010	2	8	67	60	67	302	0	67
Inforce	2010	2	8	68	61	67	261	0	67
Inforce	2010	2	8	69	62	67	207	0	67
Inforce	2010	2	8	70	63	72	164	0	72
Inforce	2010	2	8	71	64	72	170	0	72
Inforce	2010	2	8	72	65	72	123	0	72
Inforce	2010	2	8	73	66	72	58	0	72
Inforce	2010	2	8	74	67	72	45	0	72
Inforce	2010	2	8	75	68	77	48	0	77
Inforce	2010	2	8	76	69	77	38	0	77
Inforce	2010	2	8	77	70	77	16	0	77
Inforce	2010	2	9	8	0	7	2840	0	7
Inforce	2010	2	9	9	1	7	313	0	7
Inforce	2010	2	9	10	2	12	198	0	12
Inforce	2010	2	9	11	3	12	163	0	12
Inforce	2010	2	9	12	4	12	143	0	12
Inforce	2010	2	9	13	5	12	145	0	12
Inforce	2010	2	9	14	6	12	275	0	12
Inforce	2010	2	9	15	7	17	271	0	17
Inforce	2010	2	9	16	8	17	257	0	17
Inforce	2010	2	9	17	9	17	243	0	17
Inforce	2010	2	9	18	10	17	246	0	17
Inforce	2010	2	9	19	11	17	224	0	17
Inforce	2010	2	9	20	12	22	205	0	22
Inforce	2010	2	9	21	13	22	173	0	22
Inforce	2010	2	9	22	14	22	157	0	22
Inforce	2010	2	9	23	15	22	257	0	22
Inforce	2010	2	9	24	16	22	269	0	22
Inforce	2010	2	9	25	17	27	299	0	27
Inforce	2010	2	9	26	18	27	420	0	27
Inforce	2010	2	9	27	19	27	541	0	27
Inforce	2010	2	9	28	20	27	622	0	27
Inforce	2010	2	9	29	21	27	660	0	27
Inforce	2010	2	9	30	22	32	680	0	32
Inforce	2010	2	9	31	23	32	744	0	32
Inforce	2010	2	9	32	24	32	738	0	32
Inforce	2010	2	9	33	25	32	760	0	32
Inforce	2010	2	9	34	26	32	738	0	32
Inforce	2010	2	9	35	27	37	733	0	37
Inforce	2010	2	9	36	28	37	736	0	37
Inforce	2010	2	9	37	29	37	693	0	37
Inforce	2010	2	9	38	30	37	656	0	37
Inforce	2010	2	9	39	31	37	665	0	37
Inforce	2010	2	9	40	32	42	713	0	42
Inforce	2010	2	9	41	33	42	706	0	42
Inforce	2010	2	9	42	34	42	677	0	42
Inforce	2010	2	9	43	35	42	611	0	42
Inforce	2010	2	9	44	36	42	693	0	42
Inforce	2010	2	9	45	37	47	676	0	47
Inforce	2010	2	9	46	38	47	687	0	47
Inforce	2010	2	9	47	39	47	729	0	47
Inforce	2010	2	9	48	40	47	804	0	47
Inforce	2010	2	9	49	41	47	880	0	47
Inforce	2010	2	9	50	42	52	918	0	52
Inforce	2010	2	9	51	43	52	823	0	52
Inforce	2010	2	9	52	44	52	813	0	52
Inforce	2010	2	9	53	45	52	798	0	52
Inforce	2010	2	9	54	46	52	773	0	52
Inforce	2010	2	9	55	47	57	732	0	57
Inforce	2010	2	9	56	48	57	664	0	57
Inforce	2010	2	9	57	49	57	610	0	57
Inforce	2010	2	9	58	50	57	552	0	57
Inforce	2010	2	9	59	51	57	432	0	57
Inforce	2010	2	9	60	52	62	403	0	62
Inforce	2010	2	9	61	53	62	428	0	62
Inforce	2010	2	9	62	54	62	414	0	62
Inforce	2010	2	9	63	55	62	359	0	62
Inforce	2010	2	9	64	56	62	286	0	62
Inforce	2010	2	9	65	57	67	257	0	67
Inforce	2010	2	9	66	58	67	254	0	67
Inforce	2010	2	9	67	59	67	250	0	67
Inforce	2010	2	9	68	60	67	229	0	67
Inforce	2010	2	9	69	61	67	149	0	67
Inforce	2010	2	9	70	62	72	126	0	72
Inforce	2010	2	9	71	63	72	108	0	72
Inforce	2010	2	9	72	64	72	95	0	72
Inforce	2010	2	9	73	65	72	74	0	72
Inforce	2010	2	9	74	66	72	34	0	72
Inforce	2010	2	9	75	67	77	27	0	77
Inforce	2010	2	9	76	68	77	27	0	77
Inforce	2010	2	9	77	69	77	14	0	77
Inforce	2010	2	9	78	70	77	8	0	77
Inforce	2010	2	10	9	0	7	1262	0	7
Inforce	2010	2	10	10	1	12	346	0	12
Inforce	2010	2	10	11	2	12	215	0	12
Inforce	2010	2	10	12	3	12	191	0	12
Inforce	2010	2	10	13	4	12	173	0	12
Inforce	2010	2	10	14	5	12	157	0	12
Inforce	2010	2	10	15	6	17	299	0	17
Inforce	2010	2	10	16	7	17	332	0	17
Inforce	2010	2	10	17	8	17	286	0	17
Inforce	2010	2	10	18	9	17	275	0	17
Inforce	2010	2	10	19	10	17	277	0	17
Inforce	2010	2	10	20	11	22	271	0	22
Inforce	2010	2	10	21	12	22	230	0	22
Inforce	2010	2	10	22	13	22	214	0	22
Inforce	2010	2	10	23	14	22	225	0	22
Inforce	2010	2	10	24	15	22	302	0	22
Inforce	2010	2	10	25	16	27	317	0	27
Inforce	2010	2	10	26	17	27	382	0	27
Inforce	2010	2	10	27	18	27	528	0	27
Inforce	2010	2	10	28	19	27	677	0	27
Inforce	2010	2	10	29	20	27	706	0	27
Inforce	2010	2	10	30	21	32	720	0	32
Inforce	2010	2	10	31	22	32	714	0	32
Inforce	2010	2	10	32	23	32	783	0	32
Inforce	2010	2	10	33	24	32	760	0	32
Inforce	2010	2	10	34	25	32	721	0	32
Inforce	2010	2	10	35	26	37	774	0	37
Inforce	2010	2	10	36	27	37	754	0	37
Inforce	2010	2	10	37	28	37	754	0	37
Inforce	2010	2	10	38	29	37	721	0	37
Inforce	2010	2	10	39	30	37	708	0	37
Inforce	2010	2	10	40	31	42	708	0	42
Inforce	2010	2	10	41	32	42	725	0	42
Inforce	2010	2	10	42	33	42	750	0	42
Inforce	2010	2	10	43	34	42	714	0	42
Inforce	2010	2	10	44	35	42	709	0	42
Inforce	2010	2	10	45	36	47	755	0	47
Inforce	2010	2	10	46	37	47	786	0	47
Inforce	2010	2	10	47	38	47	835	0	47
Inforce	2010	2	10	48	39	47	919	0	47
Inforce	2010	2	10	49	40	47	988	0	47
Inforce	2010	2	10	50	41	52	1078	0	52
Inforce	2010	2	10	51	42	52	996	0	52
Inforce	2010	2	10	52	43	52	948	0	52
Inforce	2010	2	10	53	44	52	926	0	52
Inforce	2010	2	10	54	45	52	946	0	52
Inforce	2010	2	10	55	46	57	889	0	57
Inforce	2010	2	10	56	47	57	840	0	57
Inforce	2010	2	10	57	48	57	805	0	57
Inforce	2010	2	10	58	49	57	707	0	57
Inforce	2010	2	10	59	50	57	633	0	57
Inforce	2010	2	10	60	51	62	585	0	62
Inforce	2010	2	10	61	52	62	575	0	62
Inforce	2010	2	10	62	53	62	572	0	62
Inforce	2010	2	10	63	54	62	479	0	62
Inforce	2010	2	10	64	55	62	411	0	62
Inforce	2010	2	10	65	56	67	374	0	67
Inforce	2010	2	10	66	57	67	378	0	67
Inforce	2010	2	10	67	58	67	401	0	67
Inforce	2010	2	10	68	59	67	352	0	67
Inforce	2010	2	10	69	60	67	268	0	67
Inforce	2010	2	10	70	61	72	158	0	72
Inforce	2010	2	10	71	62	72	127	0	72
Inforce	2010	2	10	72	63	72	125	0	72
Inforce	2010	2	10	73	64	72	92	0	72
Inforce	2010	2	10	74	65	72	78	0	72
Inforce	2010	2	10	75	66	77	37	0	77
Inforce	2010	2	10	76	67	77	26	0	77
Inforce	2010	2	10	77	68	77	20	0	77
Inforce	2010	2	10	78	69	77	11	0	77
Inforce	2010	2	10	79	70	77	11	0	77
Inforce	2010	2	11	10	0	12	1017	0	12
Inforce	2010	2	11	11	1	12	465	0	12
Inforce	2010	2	11	12	2	12	324	0	12
Inforce	2010	2	11	13	3	12	278	0	12
Inforce	2010	2	11	14	4	12	275	0	12
Inforce	2010	2	11	15	5	17	239	0	17
Inforce	2010	2	11	16	6	17	387	0	17
Inforce	2010	2	11	17	7	17	394	0	17
Inforce	2010	2	11	18	8	17	336	0	17
Inforce	2010	2	11	19	9	17	329	0	17
Inforce	2010	2	11	20	10	22	299	0	22
Inforce	2010	2	11	21	11	22	317	0	22
Inforce	2010	2	11	22	12	22	257	0	22
Inforce	2010	2	11	23	13	22	276	0	22
Inforce	2010	2	11	24	14	22	318	0	22
Inforce	2010	2	11	25	15	27	397	0	27
Inforce	2010	2	11	26	16	27	475	0	27
Inforce	2010	2	11	27	17	27	508	0	27
Inforce	2010	2	11	28	18	27	655	0	27
