Class	Year	Gender	t	AttAge	IssAge	AgeGroup	No_Policy	No_Claim	AgeGroup2
Inforce	2007	1	1	0	0	0	37286	0	2.5
Inforce	2007	1	1	1	1	2.5	3454	0	2.5
Inforce	2007	1	1	2	2	2.5	2299	0	2.5
Inforce	2007	1	1	3	3	2.5	2230	0	2.5
Inforce	2007	1	1	4	4	2.5	2105	0	2.5
Inforce	2007	1	1	5	5	7	2094	0	7
Inforce	2007	1	1	6	6	7	2101	0	7
Inforce	2007	1	1	7	7	7	2133	0	7
Inforce	2007	1	1	8	8	7	1968	0	7
Inforce	2007	1	1	9	9	7	1887	0	7
Inforce	2007	1	1	10	10	12	1852	0	12
Inforce	2007	1	1	11	11	12	1751	0	12
Inforce	2007	1	1	12	12	12	1654	0	12
Inforce	2007	1	1	13	13	12	1506	0	12
Inforce	2007	1	1	14	14	12	1288	0	12
Inforce	2007	1	1	15	15	17	2262	0	17
Inforce	2007	1	1	16	16	17	1953	0	17
Inforce	2007	1	1	17	17	17	1790	0	17
Inforce	2007	1	1	18	18	17	1867	0	17
Inforce	2007	1	1	19	19	17	1929	0	17
Inforce	2007	1	1	20	20	22	5185	0	22
Inforce	2007	1	1	21	21	22	7556	0	22
Inforce	2007	1	1	22	22	22	16580	0	22
Inforce	2007	1	1	23	23	22	33290	0	22
Inforce	2007	1	1	24	24	22	43962	0	22
Inforce	2007	1	1	25	25	27	45680	0	27
Inforce	2007	1	1	26	26	27	45563	0	27
Inforce	2007	1	1	27	27	27	44429	0	27
Inforce	2007	1	1	28	28	27	41036	0	27
Inforce	2007	1	1	29	29	27	37795	0	27
Inforce	2007	1	1	30	30	32	37566	0	32
Inforce	2007	1	1	31	31	32	37773	0	32
Inforce	2007	1	1	32	32	32	39605	0	32
Inforce	2007	1	1	33	33	32	41798	0	32
Inforce	2007	1	1	34	34	32	42241	0	32
Inforce	2007	1	1	35	35	37	43244	0	37
Inforce	2007	1	1	36	36	37	43052	0	37
Inforce	2007	1	1	37	37	37	42011	0	37
Inforce	2007	1	1	38	38	37	40814	0	37
Inforce	2007	1	1	39	39	37	38259	0	37
Inforce	2007	1	1	40	40	42	35388	0	42
Inforce	2007	1	1	41	41	42	34491	0	42
Inforce	2007	1	1	42	42	42	32899	0	42
Inforce	2007	1	1	43	43	42	31904	0	42
Inforce	2007	1	1	44	44	42	32516	0	42
Inforce	2007	1	1	45	45	47	32914	0	47
Inforce	2007	1	1	46	46	47	33140	0	47
Inforce	2007	1	1	47	47	47	30200	0	47
Inforce	2007	1	1	48	48	47	26317	0	47
Inforce	2007	1	1	49	49	47	22917	0	47
Inforce	2007	1	1	50	50	52	18536	0	52
Inforce	2007	1	1	51	51	52	14490	0	52
Inforce	2007	1	1	52	52	52	11224	0	52
Inforce	2007	1	1	53	53	52	6103	0	52
Inforce	2007	1	1	54	54	52	5335	0	52
Inforce	2007	1	1	55	55	57	3934	0	57
Inforce	2007	1	1	56	56	57	2277	0	57
Inforce	2007	1	1	57	57	57	1565	0	57
Inforce	2007	1	1	58	58	57	1526	0	57
Inforce	2007	1	1	59	59	57	1428	0	57
Inforce	2007	1	1	60	60	62	1307	0	62
Inforce	2007	1	1	61	61	62	841	0	62
Inforce	2007	1	1	62	62	62	815	0	62
Inforce	2007	1	1	63	63	62	771	0	62
Inforce	2007	1	1	64	64	62	805	0	62
Inforce	2007	1	1	65	65	67	682	0	67
Inforce	2007	1	1	66	66	67	324	0	67
Inforce	2007	1	1	67	67	67	257	0	67
Inforce	2007	1	1	68	68	67	229	0	67
Inforce	2007	1	1	69	69	67	157	0	67
Inforce	2007	1	1	70	70	72	105	0	72
Inforce	2007	1	1	71	71	72	5	0	72
Inforce	2007	1	1	72	72	72	2	0	72
Inforce	2007	1	1	73	73	72	2	0	72
Inforce	2007	1	1	74	74	72	0	0	72
Inforce	2007	1	1	75	75	77	0	0	77
Inforce	2007	1	1	76	76	77	0	0	77
Inforce	2007	1	2	1	0	2.5	23356	0	2.5
Inforce	2007	1	2	2	1	2.5	3522	0	2.5
Inforce	2007	1	2	3	2	2.5	2552	0	2.5
Inforce	2007	1	2	4	3	2.5	2396	0	2.5
Inforce	2007	1	2	5	4	7	2202	0	7
Inforce	2007	1	2	6	5	7	2262	0	7
Inforce	2007	1	2	7	6	7	2177	0	7
Inforce	2007	1	2	8	7	7	2052	0	7
Inforce	2007	1	2	9	8	7	1935	0	7
Inforce	2007	1	2	10	9	12	1944	0	12
Inforce	2007	1	2	11	10	12	1846	0	12
Inforce	2007	1	2	12	11	12	1744	0	12
Inforce	2007	1	2	13	12	12	1705	0	12
Inforce	2007	1	2	14	13	12	1496	0	12
Inforce	2007	1	2	15	14	17	1202	0	17
Inforce	2007	1	2	16	15	17	1683	0	17
Inforce	2007	1	2	17	16	17	1332	0	17
Inforce	2007	1	2	18	17	17	1225	0	17
Inforce	2007	1	2	19	18	17	1292	0	17
Inforce	2007	1	2	20	19	22	1338	0	22
Inforce	2007	1	2	21	20	22	1102	0	22
Inforce	2007	1	2	22	21	22	878	0	22
Inforce	2007	1	2	23	22	22	1364	0	22
Inforce	2007	1	2	24	23	22	1884	0	22
Inforce	2007	1	2	25	24	27	2147	0	27
Inforce	2007	1	2	26	25	27	2338	0	27
Inforce	2007	1	2	27	26	27	2709	0	27
Inforce	2007	1	2	28	27	27	2824	0	27
Inforce	2007	1	2	29	28	27	2663	0	27
Inforce	2007	1	2	30	29	32	2607	0	32
Inforce	2007	1	2	31	30	32	2442	0	32
Inforce	2007	1	2	32	31	32	2526	0	32
Inforce	2007	1	2	33	32	32	2532	0	32
Inforce	2007	1	2	34	33	32	2505	0	32
Inforce	2007	1	2	35	34	37	2436	0	37
Inforce	2007	1	2	36	35	37	2433	0	37
Inforce	2007	1	2	37	36	37	2340	0	37
Inforce	2007	1	2	38	37	37	2290	0	37
Inforce	2007	1	2	39	38	37	2074	0	37
Inforce	2007	1	2	40	39	42	1964	0	42
Inforce	2007	1	2	41	40	42	1914	0	42
Inforce	2007	1	2	42	41	42	1834	0	42
Inforce	2007	1	2	43	42	42	1781	0	42
Inforce	2007	1	2	44	43	42	1820	0	42
Inforce	2007	1	2	45	44	47	1979	0	47
Inforce	2007	1	2	46	45	47	1975	0	47
Inforce	2007	1	2	47	46	47	1978	0	47
Inforce	2007	1	2	48	47	47	1776	0	47
Inforce	2007	1	2	49	48	47	1705	0	47
Inforce	2007	1	2	50	49	52	1555	0	52
Inforce	2007	1	2	51	50	52	1494	0	52
Inforce	2007	1	2	52	51	52	1423	0	52
Inforce	2007	1	2	53	52	52	1176	0	52
Inforce	2007	1	2	54	53	52	1110	0	52
Inforce	2007	1	2	55	54	57	1035	0	57
Inforce	2007	1	2	56	55	57	910	0	57
Inforce	2007	1	2	57	56	57	867	0	57
Inforce	2007	1	2	58	57	57	876	0	57
Inforce	2007	1	2	59	58	57	815	0	57
Inforce	2007	1	2	60	59	62	754	0	62
Inforce	2007	1	2	61	60	62	685	0	62
Inforce	2007	1	2	62	61	62	487	0	62
Inforce	2007	1	2	63	62	62	574	0	62
Inforce	2007	1	2	64	63	62	583	0	62
Inforce	2007	1	2	65	64	67	556	0	67
Inforce	2007	1	2	66	65	67	434	0	67
Inforce	2007	1	2	67	66	67	208	0	67
Inforce	2007	1	2	68	67	67	176	0	67
Inforce	2007	1	2	69	68	67	144	0	67
Inforce	2007	1	2	70	69	72	98	0	72
Inforce	2007	1	2	71	70	72	74	0	72
Inforce	2007	1	2	72	71	72	4	0	72
Inforce	2007	1	2	73	72	72	2	0	72
Inforce	2007	1	2	74	73	72	0	0	72
Inforce	2007	1	2	75	74	77	1	0	77
Inforce	2007	1	2	76	75	77	0	0	77
Inforce	2007	1	2	77	76	77	0	0	77
Inforce	2007	1	3	2	0	2.5	24707	0	2.5
Inforce	2007	1	3	3	1	2.5	5157	0	2.5
Inforce	2007	1	3	4	2	2.5	3946	0	2.5
Inforce	2007	1	3	5	3	7	3789	0	7
Inforce	2007	1	3	6	4	7	3595	0	7
Inforce	2007	1	3	7	5	7	3438	0	7
Inforce	2007	1	3	8	6	7	3240	0	7
Inforce	2007	1	3	9	7	7	2916	0	7
Inforce	2007	1	3	10	8	12	2701	0	12
Inforce	2007	1	3	11	9	12	2682	0	12
Inforce	2007	1	3	12	10	12	2335	0	12
Inforce	2007	1	3	13	11	12	1749	0	12
Inforce	2007	1	3	14	12	12	1686	0	12
Inforce	2007	1	3	15	13	17	1399	0	17
Inforce	2007	1	3	16	14	17	1064	0	17
Inforce	2007	1	3	17	15	17	1448	0	17
Inforce	2007	1	3	18	16	17	1173	0	17
Inforce	2007	1	3	19	17	17	1082	0	17
Inforce	2007	1	3	20	18	22	1097	0	22
Inforce	2007	1	3	21	19	22	1094	0	22
Inforce	2007	1	3	22	20	22	921	0	22
Inforce	2007	1	3	23	21	22	769	0	22
Inforce	2007	1	3	24	22	22	1112	0	22
Inforce	2007	1	3	25	23	27	1440	0	27
Inforce	2007	1	3	26	24	27	1614	0	27
Inforce	2007	1	3	27	25	27	1782	0	27
Inforce	2007	1	3	28	26	27	2031	0	27
Inforce	2007	1	3	29	27	27	2066	0	27
Inforce	2007	1	3	30	28	32	1955	0	32
Inforce	2007	1	3	31	29	32	1941	0	32
Inforce	2007	1	3	32	30	32	1830	0	32
Inforce	2007	1	3	33	31	32	1879	0	32
Inforce	2007	1	3	34	32	32	1798	0	32
Inforce	2007	1	3	35	33	37	1732	0	37
Inforce	2007	1	3	36	34	37	1708	0	37
Inforce	2007	1	3	37	35	37	1582	0	37
Inforce	2007	1	3	38	36	37	1583	0	37
Inforce	2007	1	3	39	37	37	1446	0	37
Inforce	2007	1	3	40	38	42	1325	0	42
Inforce	2007	1	3	41	39	42	1310	0	42
Inforce	2007	1	3	42	40	42	1280	0	42
Inforce	2007	1	3	43	41	42	1219	0	42
Inforce	2007	1	3	44	42	42	1254	0	42
Inforce	2007	1	3	45	43	47	1371	0	47
Inforce	2007	1	3	46	44	47	1439	0	47
Inforce	2007	1	3	47	45	47	1336	0	47
Inforce	2007	1	3	48	46	47	1246	0	47
Inforce	2007	1	3	49	47	47	1157	0	47
Inforce	2007	1	3	50	48	52	1149	0	52
Inforce	2007	1	3	51	49	52	1097	0	52
Inforce	2007	1	3	52	50	52	989	0	52
Inforce	2007	1	3	53	51	52	842	0	52
Inforce	2007	1	3	54	52	52	760	0	52
Inforce	2007	1	3	55	53	57	725	0	57
Inforce	2007	1	3	56	54	57	618	0	57
Inforce	2007	1	3	57	55	57	627	0	57
Inforce	2007	1	3	58	56	57	563	0	57
Inforce	2007	1	3	59	57	57	538	0	57
Inforce	2007	1	3	60	58	62	463	0	62
Inforce	2007	1	3	61	59	62	392	0	62
Inforce	2007	1	3	62	60	62	404	0	62
Inforce	2007	1	3	63	61	62	282	0	62
Inforce	2007	1	3	64	62	62	292	0	62
Inforce	2007	1	3	65	63	67	279	0	67
Inforce	2007	1	3	66	64	67	214	0	67
Inforce	2007	1	3	67	65	67	164	0	67
Inforce	2007	1	3	68	66	67	77	0	67
Inforce	2007	1	3	69	67	67	63	0	67
Inforce	2007	1	3	70	68	72	46	0	72
Inforce	2007	1	3	71	69	72	27	0	72
Inforce	2007	1	3	72	70	72	24	0	72
Inforce	2007	1	3	73	71	72	5	0	72
Inforce	2007	1	3	74	72	72	6	0	72
Inforce	2007	1	3	75	73	77	3	0	77
Inforce	2007	1	3	76	74	77	2	0	77
Inforce	2007	1	3	77	75	77	1	0	77
Inforce	2007	1	3	78	76	77	2	0	77
Inforce	2007	1	3	79	77	77	1	0	77
Inforce	2007	1	4	3	0	2.5	23745	0	2.5
Inforce	2007	1	4	4	1	2.5	4282	0	2.5
Inforce	2007	1	4	5	2	7	3074	0	7
Inforce	2007	1	4	6	3	7	2906	0	7
Inforce	2007	1	4	7	4	7	2826	0	7
Inforce	2007	1	4	8	5	7	2549	0	7
Inforce	2007	1	4	9	6	7	2524	0	7
Inforce	2007	1	4	10	7	12	2253	0	12
Inforce	2007	1	4	11	8	12	2157	0	12
Inforce	2007	1	4	12	9	12	2031	0	12
Inforce	2007	1	4	13	10	12	1756	0	12
Inforce	2007	1	4	14	11	12	1237	0	12
Inforce	2007	1	4	15	12	17	1158	0	17
Inforce	2007	1	4	16	13	17	850	0	17
Inforce	2007	1	4	17	14	17	576	0	17
Inforce	2007	1	4	18	15	17	939	0	17
Inforce	2007	1	4	19	16	17	866	0	17
Inforce	2007	1	4	20	17	22	851	0	22
Inforce	2007	1	4	21	18	22	921	0	22
Inforce	2007	1	4	22	19	22	961	0	22
Inforce	2007	1	4	23	20	22	811	0	22
Inforce	2007	1	4	24	21	22	680	0	22
Inforce	2007	1	4	25	22	27	995	0	27
Inforce	2007	1	4	26	23	27	1203	0	27
Inforce	2007	1	4	27	24	27	1362	0	27
Inforce	2007	1	4	28	25	27	1509	0	27
Inforce	2007	1	4	29	26	27	1632	0	27
Inforce	2007	1	4	30	27	32	1733	0	32
Inforce	2007	1	4	31	28	32	1648	0	32
Inforce	2007	1	4	32	29	32	1720	0	32
Inforce	2007	1	4	33	30	32	1661	0	32
Inforce	2007	1	4	34	31	32	1590	0	32
Inforce	2007	1	4	35	32	37	1573	0	37
Inforce	2007	1	4	36	33	37	1476	0	37
Inforce	2007	1	4	37	34	37	1472	0	37
Inforce	2007	1	4	38	35	37	1385	0	37
Inforce	2007	1	4	39	36	37	1314	0	37
Inforce	2007	1	4	40	37	42	1193	0	42
Inforce	2007	1	4	41	38	42	1249	0	42
Inforce	2007	1	4	42	39	42	1209	0	42
Inforce	2007	1	4	43	40	42	1160	0	42
Inforce	2007	1	4	44	41	42	1208	0	42
Inforce	2007	1	4	45	42	47	1272	0	47
Inforce	2007	1	4	46	43	47	1376	0	47
Inforce	2007	1	4	47	44	47	1311	0	47
Inforce	2007	1	4	48	45	47	1213	0	47
Inforce	2007	1	4	49	46	47	1116	0	47
Inforce	2007	1	4	50	47	52	1048	0	52
Inforce	2007	1	4	51	48	52	1057	0	52
Inforce	2007	1	4	52	49	52	1047	0	52
Inforce	2007	1	4	53	50	52	826	0	52
Inforce	2007	1	4	54	51	52	677	0	52
Inforce	2007	1	4	55	52	57	647	0	57
Inforce	2007	1	4	56	53	57	545	0	57
Inforce	2007	1	4	57	54	57	527	0	57
Inforce	2007	1	4	58	55	57	521	0	57
Inforce	2007	1	4	59	56	57	463	0	57
Inforce	2007	1	4	60	57	62	391	0	62
Inforce	2007	1	4	61	58	62	320	0	62
Inforce	2007	1	4	62	59	62	301	0	62
Inforce	2007	1	4	63	60	62	313	0	62
Inforce	2007	1	4	64	61	62	267	0	62
Inforce	2007	1	4	65	62	67	230	0	67
Inforce	2007	1	4	66	63	67	175	0	67
Inforce	2007	1	4	67	64	67	134	0	67
Inforce	2007	1	4	68	65	67	111	0	67
Inforce	2007	1	4	69	66	67	47	0	67
Inforce	2007	1	4	70	67	72	34	0	72
Inforce	2007	1	4	71	68	72	20	0	72
Inforce	2007	1	4	72	69	72	12	0	72
Inforce	2007	1	4	73	70	72	5	0	72
Inforce	2007	1	4	74	71	72	4	0	72
Inforce	2007	1	4	75	72	77	4	0	77
Inforce	2007	1	4	76	73	77	2	0	77
Inforce	2007	1	4	77	74	77	1	0	77
Inforce	2007	1	4	78	75	77	0	0	77
Inforce	2007	1	5	4	0	2.5	13129	0	2.5
Inforce	2007	1	5	5	1	7	1353	0	7
Inforce	2007	1	5	6	2	7	761	0	7
Inforce	2007	1	5	7	3	7	645	0	7
Inforce	2007	1	5	8	4	7	633	0	7
Inforce	2007	1	5	9	5	7	587	0	7
Inforce	2007	1	5	10	6	12	749	0	12
Inforce	2007	1	5	11	7	12	720	0	12
Inforce	2007	1	5	12	8	12	736	0	12
Inforce	2007	1	5	13	9	12	688	0	12
Inforce	2007	1	5	14	10	12	676	0	12
Inforce	2007	1	5	15	11	17	632	0	17
Inforce	2007	1	5	16	12	17	576	0	17
Inforce	2007	1	5	17	13	17	428	0	17
Inforce	2007	1	5	18	14	17	309	0	17
Inforce	2007	1	5	19	15	17	575	0	17
Inforce	2007	1	5	20	16	22	585	0	22
Inforce	2007	1	5	21	17	22	630	0	22
Inforce	2007	1	5	22	18	22	772	0	22
Inforce	2007	1	5	23	19	22	849	0	22
Inforce	2007	1	5	24	20	22	728	0	22
Inforce	2007	1	5	25	21	27	581	0	27
Inforce	2007	1	5	26	22	27	851	0	27
Inforce	2007	1	5	27	23	27	969	0	27
Inforce	2007	1	5	28	24	27	986	0	27
Inforce	2007	1	5	29	25	27	1079	0	27
Inforce	2007	1	5	30	26	32	1195	0	32
Inforce	2007	1	5	31	27	32	1269	0	32
Inforce	2007	1	5	32	28	32	1275	0	32
Inforce	2007	1	5	33	29	32	1331	0	32
Inforce	2007	1	5	34	30	32	1293	0	32
Inforce	2007	1	5	35	31	37	1206	0	37
Inforce	2007	1	5	36	32	37	1178	0	37
Inforce	2007	1	5	37	33	37	1145	0	37
Inforce	2007	1	5	38	34	37	1157	0	37
Inforce	2007	1	5	39	35	37	1049	0	37
Inforce	2007	1	5	40	36	42	983	0	42
Inforce	2007	1	5	41	37	42	990	0	42
Inforce	2007	1	5	42	38	42	1020	0	42
Inforce	2007	1	5	43	39	42	994	0	42
Inforce	2007	1	5	44	40	42	1032	0	42
Inforce	2007	1	5	45	41	47	1110	0	47
Inforce	2007	1	5	46	42	47	1146	0	47
Inforce	2007	1	5	47	43	47	1139	0	47
Inforce	2007	1	5	48	44	47	1067	0	47
Inforce	2007	1	5	49	45	47	990	0	47
Inforce	2007	1	5	50	46	52	905	0	52
Inforce	2007	1	5	51	47	52	913	0	52
Inforce	2007	1	5	52	48	52	903	0	52
Inforce	2007	1	5	53	49	52	798	0	52
Inforce	2007	1	5	54	50	52	688	0	52
Inforce	2007	1	5	55	51	57	546	0	57
Inforce	2007	1	5	56	52	57	518	0	57
Inforce	2007	1	5	57	53	57	470	0	57
Inforce	2007	1	5	58	54	57	428	0	57
Inforce	2007	1	5	59	55	57	416	0	57
Inforce	2007	1	5	60	56	62	357	0	62
Inforce	2007	1	5	61	57	62	292	0	62
Inforce	2007	1	5	62	58	62	266	0	62
Inforce	2007	1	5	63	59	62	232	0	62
Inforce	2007	1	5	64	60	62	251	0	62
Inforce	2007	1	5	65	61	67	217	0	67
Inforce	2007	1	5	66	62	67	159	0	67
Inforce	2007	1	5	67	63	67	129	0	67
Inforce	2007	1	5	68	64	67	94	0	67
Inforce	2007	1	5	69	65	67	68	0	67
Inforce	2007	1	5	70	66	72	20	0	72
Inforce	2007	1	5	71	67	72	19	0	72
Inforce	2007	1	5	72	68	72	10	0	72
Inforce	2007	1	5	73	69	72	4	0	72
Inforce	2007	1	5	74	70	72	2	0	72
Inforce	2007	1	6	5	0	7	4290	0	7
Inforce	2007	1	6	6	1	7	419	0	7
Inforce	2007	1	6	7	2	7	270	0	7
Inforce	2007	1	6	8	3	7	242	0	7
Inforce	2007	1	6	9	4	7	244	0	7
Inforce	2007	1	6	10	5	12	247	0	12
Inforce	2007	1	6	11	6	12	464	0	12
Inforce	2007	1	6	12	7	12	451	0	12
Inforce	2007	1	6	13	8	12	433	0	12
Inforce	2007	1	6	14	9	12	430	0	12
Inforce	2007	1	6	15	10	17	433	0	17
Inforce	2007	1	6	16	11	17	399	0	17
Inforce	2007	1	6	17	12	17	379	0	17
Inforce	2007	1	6	18	13	17	359	0	17
Inforce	2007	1	6	19	14	17	322	0	17
Inforce	2007	1	6	20	15	22	495	0	22
Inforce	2007	1	6	21	16	22	544	0	22
Inforce	2007	1	6	22	17	22	576	0	22
Inforce	2007	1	6	23	18	22	767	0	22
Inforce	2007	1	6	24	19	22	906	0	22
Inforce	2007	1	6	25	20	27	739	0	27
Inforce	2007	1	6	26	21	27	560	0	27
Inforce	2007	1	6	27	22	27	744	0	27
Inforce	2007	1	6	28	23	27	868	0	27
Inforce	2007	1	6	29	24	27	814	0	27
Inforce	2007	1	6	30	25	32	855	0	32
Inforce	2007	1	6	31	26	32	972	0	32
Inforce	2007	1	6	32	27	32	1091	0	32
Inforce	2007	1	6	33	28	32	1108	0	32
Inforce	2007	1	6	34	29	32	1059	0	32
Inforce	2007	1	6	35	30	37	1113	0	37
Inforce	2007	1	6	36	31	37	1031	0	37
Inforce	2007	1	6	37	32	37	1029	0	37
Inforce	2007	1	6	38	33	37	1053	0	37
Inforce	2007	1	6	39	34	37	967	0	37
Inforce	2007	1	6	40	35	42	939	0	42
Inforce	2007	1	6	41	36	42	922	0	42
Inforce	2007	1	6	42	37	42	959	0	42
Inforce	2007	1	6	43	38	42	960	0	42
Inforce	2007	1	6	44	39	42	995	0	42
Inforce	2007	1	6	45	40	47	1082	0	47
Inforce	2007	1	6	46	41	47	1190	0	47
Inforce	2007	1	6	47	42	47	1079	0	47
Inforce	2007	1	6	48	43	47	1013	0	47
Inforce	2007	1	6	49	44	47	975	0	47
Inforce	2007	1	6	50	45	52	947	0	52
Inforce	2007	1	6	51	46	52	889	0	52
Inforce	2007	1	6	52	47	52	850	0	52
Inforce	2007	1	6	53	48	52	760	0	52
Inforce	2007	1	6	54	49	52	704	0	52
Inforce	2007	1	6	55	50	57	592	0	57
Inforce	2007	1	6	56	51	57	464	0	57
Inforce	2007	1	6	57	52	57	463	0	57
Inforce	2007	1	6	58	53	57	396	0	57
Inforce	2007	1	6	59	54	57	382	0	57
Inforce	2007	1	6	60	55	62	312	0	62
Inforce	2007	1	6	61	56	62	231	0	62
Inforce	2007	1	6	62	57	62	218	0	62
Inforce	2007	1	6	63	58	62	207	0	62
Inforce	2007	1	6	64	59	62	199	0	62
Inforce	2007	1	6	65	60	67	170	0	67
Inforce	2007	1	6	66	61	67	112	0	67
Inforce	2007	1	6	67	62	67	74	0	67
Inforce	2007	1	6	68	63	67	65	0	67
Inforce	2007	1	6	69	64	67	42	0	67
Inforce	2007	1	6	70	65	72	22	0	72
Inforce	2007	1	6	71	66	72	6	0	72
Inforce	2007	1	6	72	67	72	8	0	72
Inforce	2007	1	6	73	68	72	5	0	72
Inforce	2007	1	6	74	69	72	2	0	72
Inforce	2007	1	6	75	70	77	2	0	77
Inforce	2007	1	7	6	0	7	1725	0	7
Inforce	2007	1	7	7	1	7	437	0	7
Inforce	2007	1	7	8	2	7	300	0	7
Inforce	2007	1	7	9	3	7	272	0	7
Inforce	2007	1	7	10	4	12	269	0	12
Inforce	2007	1	7	11	5	12	263	0	12
Inforce	2007	1	7	12	6	12	471	0	12
Inforce	2007	1	7	13	7	12	534	0	12
Inforce	2007	1	7	14	8	12	531	0	12
Inforce	2007	1	7	15	9	17	453	0	17
Inforce	2007	1	7	16	10	17	468	0	17
Inforce	2007	1	7	17	11	17	433	0	17
Inforce	2007	1	7	18	12	17	441	0	17
Inforce	2007	1	7	19	13	17	443	0	17
Inforce	2007	1	7	20	14	22	419	0	22
Inforce	2007	1	7	21	15	22	550	0	22
Inforce	2007	1	7	22	16	22	629	0	22
Inforce	2007	1	7	23	17	22	655	0	22
Inforce	2007	1	7	24	18	22	909	0	22
Inforce	2007	1	7	25	19	27	1057	0	27
Inforce	2007	1	7	26	20	27	843	0	27
Inforce	2007	1	7	27	21	27	572	0	27
Inforce	2007	1	7	28	22	27	703	0	27
Inforce	2007	1	7	29	23	27	909	0	27
Inforce	2007	1	7	30	24	32	874	0	32
Inforce	2007	1	7	31	25	32	854	0	32
Inforce	2007	1	7	32	26	32	960	0	32
Inforce	2007	1	7	33	27	32	1074	0	32
Inforce	2007	1	7	34	28	32	1023	0	32
Inforce	2007	1	7	35	29	37	1036	0	37
Inforce	2007	1	7	36	30	37	1070	0	37
Inforce	2007	1	7	37	31	37	1034	0	37
Inforce	2007	1	7	38	32	37	1047	0	37
Inforce	2007	1	7	39	33	37	995	0	37
Inforce	2007	1	7	40	34	42	921	0	42
Inforce	2007	1	7	41	35	42	996	0	42
Inforce	2007	1	7	42	36	42	965	0	42
Inforce	2007	1	7	43	37	42	989	0	42
Inforce	2007	1	7	44	38	42	1034	0	42
Inforce	2007	1	7	45	39	47	1137	0	47
Inforce	2007	1	7	46	40	47	1243	0	47
Inforce	2007	1	7	47	41	47	1196	0	47
Inforce	2007	1	7	48	42	47	1089	0	47
Inforce	2007	1	7	49	43	47	1067	0	47
Inforce	2007	1	7	50	44	52	1039	0	52
Inforce	2007	1	7	51	45	52	1009	0	52
Inforce	2007	1	7	52	46	52	915	0	52
Inforce	2007	1	7	53	47	52	832	0	52
Inforce	2007	1	7	54	48	52	810	0	52
Inforce	2007	1	7	55	49	57	747	0	57
Inforce	2007	1	7	56	50	57	639	0	57
Inforce	2007	1	7	57	51	57	590	0	57
Inforce	2007	1	7	58	52	57	538	0	57
Inforce	2007	1	7	59	53	57	487	0	57
Inforce	2007	1	7	60	54	62	446	0	62
Inforce	2007	1	7	61	55	62	355	0	62
Inforce	2007	1	7	62	56	62	292	0	62
Inforce	2007	1	7	63	57	62	297	0	62
Inforce	2007	1	7	64	58	62	299	0	62
Inforce	2007	1	7	65	59	67	257	0	67
Inforce	2007	1	7	66	60	67	167	0	67
Inforce	2007	1	7	67	61	67	86	0	67
Inforce	2007	1	7	68	62	67	71	0	67
Inforce	2007	1	7	69	63	67	54	0	67
Inforce	2007	1	7	70	64	72	38	0	72
Inforce	2007	1	7	71	65	72	24	0	72
Inforce	2007	1	7	72	66	72	9	0	72
Inforce	2007	1	7	73	67	72	9	0	72
Inforce	2007	1	7	74	68	72	5	0	72
Inforce	2007	1	7	75	69	77	5	0	77
Inforce	2007	1	7	76	70	77	2	0	77
Inforce	2007	1	8	7	0	7	1351	0	7
Inforce	2007	1	8	8	1	7	651	0	7
Inforce	2007	1	8	9	2	7	455	0	7
Inforce	2007	1	8	10	3	12	405	0	12
Inforce	2007	1	8	11	4	12	406	0	12
Inforce	2007	1	8	12	5	12	387	0	12
Inforce	2007	1	8	13	6	12	580	0	12
Inforce	2007	1	8	14	7	12	609	0	12
Inforce	2007	1	8	15	8	17	610	0	17
Inforce	2007	1	8	16	9	17	508	0	17
Inforce	2007	1	8	17	10	17	561	0	17
Inforce	2007	1	8	18	11	17	506	0	17
Inforce	2007	1	8	19	12	17	509	0	17
Inforce	2007	1	8	20	13	22	558	0	22
Inforce	2007	1	8	21	14	22	574	0	22
Inforce	2007	1	8	22	15	22	681	0	22
Inforce	2007	1	8	23	16	22	815	0	22
Inforce	2007	1	8	24	17	22	886	0	22
Inforce	2007	1	8	25	18	27	1051	0	27
Inforce	2007	1	8	26	19	27	1123	0	27
Inforce	2007	1	8	27	20	27	888	0	27
Inforce	2007	1	8	28	21	27	634	0	27
Inforce	2007	1	8	29	22	27	699	0	27
Inforce	2007	1	8	30	23	32	898	0	32
Inforce	2007	1	8	31	24	32	868	0	32
Inforce	2007	1	8	32	25	32	934	0	32
Inforce	2007	1	8	33	26	32	957	0	32
Inforce	2007	1	8	34	27	32	973	0	32
Inforce	2007	1	8	35	28	37	946	0	37
Inforce	2007	1	8	36	29	37	972	0	37
Inforce	2007	1	8	37	30	37	1008	0	37
Inforce	2007	1	8	38	31	37	963	0	37
Inforce	2007	1	8	39	32	37	928	0	37
Inforce	2007	1	8	40	33	42	900	0	42
Inforce	2007	1	8	41	34	42	891	0	42
Inforce	2007	1	8	42	35	42	1006	0	42
Inforce	2007	1	8	43	36	42	990	0	42
Inforce	2007	1	8	44	37	42	1031	0	42
Inforce	2007	1	8	45	38	47	1157	0	47
Inforce	2007	1	8	46	39	47	1230	0	47
Inforce	2007	1	8	47	40	47	1214	0	47
Inforce	2007	1	8	48	41	47	1105	0	47
Inforce	2007	1	8	49	42	47	1094	0	47
Inforce	2007	1	8	50	43	52	1067	0	52
Inforce	2007	1	8	51	44	52	1048	0	52
Inforce	2007	1	8	52	45	52	992	0	52
